2c,Lila,Sandells,w,783 Utah Trail,B2V,Catalina,03.04.2007,Sylvia Worham
3a,Trumaine,Wolvey,m,57701 Birchwood Plaza,B2V,Catalina,06.03.2006,Dun Anthoney
3a,Saw,Willisch,m,8323 Elka Court,B2V,Catalina,21.02.2006,Dun Anthoney
3a,Milicent,Jindacek,w,0169 Crownhardt Center,B2V,Catalina,27.01.2006,Dun Anthoney
3a,Guillermo,Delacourt,m,9 Birchwood Crossing,B2V,Catalina,28.05.2006,Dun Anthoney
3a,Tomaso,Ropkins,m,93 Charing Cross Circle,B2V,Catalina,07.11.2005,Dun Anthoney
3a,Rodie,Rivers,w,7 Arkansas Place,B2V,Catalina,07.09.2006,Dun Anthoney
3a,Toddie,Currin,m,86 Johnson Plaza,B2V,Catalina,16.09.2004,Dun Anthoney
3a,Maegan,Uff,w,93492 Tennyson Park,B2V,Catalina,02.02.2006,Dun Anthoney
3a,Guglielma,Batteson,w,249 Petterle Trail,B2V,Catalina,19.07.2005,Dun Anthoney
3a,Archy,McReynolds,m,15 Westend Point,B2V,Catalina,28.11.2005,Dun Anthoney
3a,Rivalee,Prise,w,170 Elgar Park,B2V,Catalina,24.05.2006,Dun Anthoney
3a,Clarie,Cudbird,w,8 Manitowish Way,B2V,Catalina,03.11.2005,Dun Anthoney
3a,Emmerich,Saffill,m,75130 Doe Crossing Place,B2V,Catalina,28.05.2006,Dun Anthoney
3a,Ado,Broderick,m,4880 Mifflin Junction,B2V,Catalina,18.02.2006,Dun Anthoney
3a,Nana,Spinige,w,99 John Wall Court,B2V,Catalina,21.03.2006,Dun Anthoney
3a,Rafaellle,Crevagh,m,2507 Lakeland Junction,B2V,Catalina,02.11.2005,Dun Anthoney
3a,Oliy,Androck,w,15 Farragut Lane,B2V,Catalina,27.03.2006,Dun Anthoney
3b,Corella,McMillian,w,725 Katie Drive,B2V,Catalina,19.02.2006,Normy Theunissen
3b,Selinda,Melbourne,w,92 Old Shore Court,B2V,Catalina,05.12.2005,Normy Theunissen
3b,Nevil,Marmon,m,26 Old Gate Place,B2V,Catalina,14.12.2006,Normy Theunissen
3b,Christoper,Grcic,m,25531 Rieder Place,B2V,Catalina,21.03.2006,Normy Theunissen
3b,Berta,Figgess,w,6594 Tennyson Lane,B2V,Catalina,13.02.2006,Normy Theunissen
3b,Wilburt,Thonason,m,03 Haas Parkway,B2V,Catalina,14.04.2006,Normy Theunissen
3b,Klement,Roussell,m,75237 Roxbury Court,B2V,Catalina,02.12.2005,Normy Theunissen
3b,Trude,Johl,w,13 Superior Avenue,B2V,Catalina,21.02.2006,Normy Theunissen
3b,Ramsey,Greest,m,067 Anzinger Place,B2V,Catalina,11.05.2006,Normy Theunissen
3b,Walsh,Giorio,m,23 Bultman Trail,B2V,Catalina,11.11.2006,Normy Theunissen
3b,Rodie,Rivaland,w,39642 Red Cloud Trail,B2V,Catalina,06.02.2006,Normy Theunissen
3b,Brockie,Yurkin,m,59 Anniversary Way,B2V,Catalina,27.12.2005,Normy Theunissen
3b,Dianne,Gethyn,w,84705 7th Road,B2V,Catalina,08.06.2005,Normy Theunissen
3b,Millisent,Isson,w,8682 Alpine Avenue,B2V,Catalina,04.07.2005,Normy Theunissen
3b,Grace,Levensky,w,720 Gale Junction,B2V,Catalina,27.03.2006,Normy Theunissen
3b,Marwin,Coon,m,40 Hanover Court,B2V,Catalina,07.03.2006,Normy Theunissen
3b,Adler,Poultney,m,96540 Novick Place,B2V,Catalina,08.08.2006,Normy Theunissen
3b,Will,Saywood,m,5 Delaware Way,B2V,Catalina,21.04.2005,Normy Theunissen
3b,Salomon,Kelsall,m,810 Dayton Way,B2V,Catalina,08.02.2006,Normy Theunissen
3b,Odell,Orthmann,m,26 Corscot Circle,B2V,Catalina,26.03.2006,Normy Theunissen
3c,Helenka,Mirfin,w,89388 Kim Junction,B2V,Catalina,02.04.2006,Shannan Gegay
3c,Jenda,Gammill,w,43 Morningstar Avenue,B2V,Catalina,19.08.2005,Shannan Gegay
3c,Hayward,Cuerdall,m,2 Havey Pass,B2V,Catalina,23.03.2006,Shannan Gegay
3c,Kathye,Potter,w,44 Nelson Center,B2V,Catalina,08.03.2006,Shannan Gegay
3c,Bekki,Burfoot,w,43 Hooker Alley,B2V,Catalina,16.03.2005,Shannan Gegay
3c,Nicola,Metheringham,w,1852 Banding Park,B2V,Catalina,09.09.2005,Shannan Gegay
3c,Myrtia,Bainbrigge,w,90 Spohn Court,B2V,Catalina,25.09.2005,Shannan Gegay
3c,Any,Mancer,m,617 Doe Crossing Drive,B2V,Catalina,24.01.2006,Shannan Gegay
3c,Cliff,Calbreath,m,00 Nevada Lane,B2V,Catalina,01.09.2005,Shannan Gegay
3c,Claiborn,Rocks,m,0107 Birchwood Crossing,B2V,Catalina,10.04.2006,Shannan Gegay
3c,Clare,Boddam,m,5 Jenifer Trail,B2V,Catalina,02.12.2005,Shannan Gegay
3c,Doe,Cawdell,w,4 Waxwing Pass,B2V,Catalina,18.08.2005,Shannan Gegay
3c,Sacha,Dominy,w,99492 Dahle Pass,B2V,Catalina,15.06.2006,Shannan Gegay
3c,Jefferson,Polding,m,6978 Talisman Point,B2V,Catalina,20.01.2006,Shannan Gegay
3c,Justin,Clegg,m,5095 Ridge Oak Terrace,B2V,Catalina,08.08.2006,Shannan Gegay
3c,Owen,Canner,m,32 Fuller Parkway,B2V,Catalina,13.04.2006,Shannan Gegay
3c,Udell,Biagi,m,0 Hudson Lane,B2V,Catalina,15.07.2006,Shannan Gegay
3c,Monika,Shawley,w,61411 Village Parkway,B2V,Catalina,04.10.2005,Shannan Gegay
3c,Roseann,Heustace,w,02 Eastlawn Way,B2V,Catalina,17.11.2005,Shannan Gegay
4a,Donetta,Horsefield,w,022 Northland Place,B2V,Catalina,08.06.2005,Goran Collyns
4a,Keenan,Chorley,m,83317 Oak Alley,B2V,Catalina,12.02.2005,Goran Collyns
4a,Joaquin,Eayres,m,59447 Dottie Road,B2V,Catalina,12.09.2004,Goran Collyns
4a,Nathanil,Layton,m,88341 Welch Center,B2V,Catalina,17.02.2005,Goran Collyns
4a,Artie,Wabb,m,15 Canary Circle,B2V,Catalina,20.01.2005,Goran Collyns
4a,Gerhard,Glowinski,m,1262 Cottonwood Circle,B2V,Catalina,30.11.2004,Goran Collyns
4a,Alyson,Syme,w,0 Tomscot Lane,B2V,Catalina,25.05.2005,Goran Collyns
4a,Denni,Arkley,w,4040 Marquette Hill,B2V,Catalina,08.07.2004,Goran Collyns
4a,Marleah,Brogiotti,w,747 Thierer Alley,B2V,Catalina,23.01.2005,Goran Collyns
4a,Eveline,Aggis,w,26060 Ridgeview Street,B2V,Catalina,21.01.2005,Goran Collyns
4a,Anthea,Bourton,w,8465 Canary Street,B2V,Catalina,26.08.2004,Goran Collyns
4a,Kylila,Giffen,w,8 Transport Court,B2V,Catalina,25.02.2005,Goran Collyns
4a,Meyer,Kuhne,m,12 Park Meadow Crossing,B2V,Catalina,17.02.2005,Goran Collyns
4a,Ida,Terzi,w,54 Meadow Ridge Circle,B2V,Catalina,26.02.2004,Goran Collyns
4a,Marcelle,Kellar,w,909 Comanche Terrace,B2V,Catalina,12.06.2005,Goran Collyns
4a,Miquela,Rodway,w,1411 Hoffman Terrace,B2V,Catalina,11.08.2004,Goran Collyns
4a,Cinda,Jeratt,w,718 Ohio Point,B2V,Catalina,11.12.2004,Goran Collyns
4a,Ellswerth,Doward,m,40 Oneill Hill,B2V,Catalina,03.03.2005,Goran Collyns
4a,Josephine,McNirlan,w,2653 Lunder Trail,B2V,Catalina,07.09.2005,Goran Collyns
4b,Vevay,Grossman,w,038 La Follette Plaza,B2V,Catalina,18.09.2004,Arluene Crunkhurn
4b,Gene,Broodes,m,72 Marquette Center,B2V,Catalina,16.02.2005,Arluene Crunkhurn
4b,Renault,O'Skehan,m,2 Cottonwood Lane,B2V,Catalina,14.11.2004,Arluene Crunkhurn
4b,Dinah,Burghall,w,54 Fisk Parkway,B2V,Catalina,31.03.2005,Arluene Crunkhurn
4b,Randall,Waltho,m,1 Judy Lane,B2V,Catalina,28.04.2005,Arluene Crunkhurn
4b,Darelle,Parradice,w,7307 Oxford Trail,B2V,Catalina,31.05.2005,Arluene Crunkhurn
4b,Jeanne,Paolicchi,w,0 Northridge Park,B2V,Catalina,21.10.2004,Arluene Crunkhurn
4b,Zorah,Brierley,w,7221 Vera Point,B2V,Catalina,01.02.2004,Arluene Crunkhurn
4b,Tan,Calcraft,m,957 Anzinger Terrace,B2V,Catalina,11.01.2005,Arluene Crunkhurn
4b,Jolyn,Dawes,w,986 Farragut Way,B2V,Catalina,15.06.2005,Arluene Crunkhurn
4b,Raina,Reedie,w,618 Mosinee Court,B2V,Catalina,29.05.2005,Arluene Crunkhurn
4b,Taddeo,Fucher,m,4504 Darwin Road,B2V,Catalina,15.12.2004,Arluene Crunkhurn
4b,Corbett,Stainton - Skinn,m,04703 Monica Court,B2V,Catalina,06.08.2004,Arluene Crunkhurn
4b,Frances,Challenger,w,9 Cottonwood Center,B2V,Catalina,10.11.2004,Arluene Crunkhurn
4b,Heriberto,Hancorn,m,00571 North Terrace,B2V,Catalina,18.01.2005,Arluene Crunkhurn
4b,Haven,Brandi,m,2741 Jenifer Court,B2V,Catalina,14.06.2006,Arluene Crunkhurn
4b,Christophorus,Paxforde,m,90 Sunfield Alley,B2V,Catalina,22.02.2005,Arluene Crunkhurn
4b,Dylan,Patrono,m,25 Melby Place,B2V,Catalina,23.12.2005,Arluene Crunkhurn
4b,Roarke,Halworth,m,2829 Dwight Way,B2V,Catalina,09.07.2005,Arluene Crunkhurn
4b,Gracia,Ritson,w,1 Beilfuss Junction,B2V,Catalina,31.03.2005,Arluene Crunkhurn
4c,Shell,Semiraz,w,701 Sunbrook Hill,B2V,Catalina,12.08.2004,Carlyle Attoe
4c,Stanford,Rosas,m,72345 Rowland Way,B2V,Catalina,22.06.2005,Carlyle Attoe
4c,Giorgi,Pietsma,m,3215 Cascade Park,B2V,Catalina,16.05.2004,Carlyle Attoe
4c,Bary,Corteis,m,06597 Tennyson Place,B2V,Catalina,24.08.2004,Carlyle Attoe
4c,Sara,Luxon,w,91462 Beilfuss Way,B2V,Catalina,10.05.2005,Carlyle Attoe
4c,Trude,Longea,w,317 Melrose Junction,B2V,Catalina,23.05.2005,Carlyle Attoe
4c,Kelly,Seville,w,01 Steensland Drive,B2V,Catalina,14.01.2005,Carlyle Attoe
4c,Field,Baudic,m,63595 6th Terrace,B2V,Catalina,02.12.2004,Carlyle Attoe
4c,Aubry,Leipelt,w,2 Forster Plaza,B2V,Catalina,15.12.2004,Carlyle Attoe
4c,Freda,Jeffry,w,91236 Mandrake Road,B2V,Catalina,21.10.2003,Carlyle Attoe
4c,Luke,Hiscoe,m,53912 Golf Road,B2V,Catalina,14.04.2005,Carlyle Attoe
4c,Jorge,Scallon,m,134 Manitowish Place,B2V,Catalina,25.09.2003,Carlyle Attoe
4c,Morley,Fairbourne,m,2 Northport Road,B2V,Catalina,20.06.2005,Carlyle Attoe
4c,Peder,Izaac,m,371 Leroy Way,B2V,Catalina,08.05.2004,Carlyle Attoe
5a,Rance,Leighton,m,56365 Donald Circle,B2V,Catalina,12.02.2004,Ilyssa Park
5a,Xena,Oneal,w,15 Gale Pass,B2V,Catalina,04.04.2004,Ilyssa Park
5a,Fidelia,Penwell,w,0 Ruskin Road,B2V,Catalina,13.07.2003,Ilyssa Park
5a,Gaspar,Cordrey,m,61 Sage Pass,B2V,Catalina,26.08.2004,Ilyssa Park
5a,Elijah,Rozea,m,98 Blue Bill Park Pass,B2V,Catalina,11.03.2004,Ilyssa Park
5a,Tremayne,Sousa,m,384 Holmberg Park,B2V,Catalina,20.11.2003,Ilyssa Park
5a,Biron,Cudbertson,m,284 Surrey Center,B2V,Catalina,07.05.2004,Ilyssa Park
5a,Willie,De Minico,w,472 Bobwhite Place,B2V,Catalina,25.03.2004,Ilyssa Park
5a,Lionello,Lincke,m,9907 Express Court,B2V,Catalina,13.03.2003,Ilyssa Park
5a,Tobin,Unitt,m,6818 Lyons Parkway,B2V,Catalina,08.10.2003,Ilyssa Park
5a,Lu,Lehrian,w,11 Twin Pines Crossing,B2V,Catalina,31.08.2003,Ilyssa Park
5a,Morrie,Note,m,7249 Doe Crossing Lane,B2V,Catalina,20.04.2004,Ilyssa Park
5a,Stacie,Selwyn,w,88 Golf View Pass,B2V,Catalina,24.03.2004,Ilyssa Park
5a,Ethelind,Willans,w,7121 Stang Place,B2V,Catalina,07.09.2003,Ilyssa Park
5a,Randell,Lamont,m,2121 Leroy Avenue,B2V,Catalina,27.11.2003,Ilyssa Park
5a,Hunter,Gane,m,7 Veith Circle,B2V,Catalina,23.07.2004,Ilyssa Park
5a,Gene,Chippin,m,25696 Loeprich Circle,B2V,Catalina,03.08.2003,Ilyssa Park
5a,Lizzie,Havill,w,38 Saint Paul Pass,B2V,Catalina,01.12.2003,Ilyssa Park
5b,Eunice,Meriel,w,1 Fieldstone Center,B2V,Catalina,28.05.2003,Jemie Sawyer
5b,Julian,Harrad,m,25 Chive Circle,B2V,Catalina,02.01.2003,Jemie Sawyer
5b,Miriam,Gaspero,w,5069 Cody Way,B2V,Catalina,04.03.2004,Jemie Sawyer
5b,Currie,Treanor,m,655 Lake View Point,B2V,Catalina,20.08.2003,Jemie Sawyer
5b,Hilly,Spragg,m,684 Fair Oaks Junction,B2V,Catalina,31.12.2003,Jemie Sawyer
5b,Matias,Panting,m,89789 Alpine Alley,B2V,Catalina,12.10.2003,Jemie Sawyer
5b,Oriana,Lewton,w,15158 Charing Cross Pass,B2V,Catalina,02.06.2004,Jemie Sawyer
5b,Janis,Snoding,w,81 Manitowish Street,B2V,Catalina,11.03.2004,Jemie Sawyer
5b,Brade,Winney,m,8 Buell Hill,B2V,Catalina,07.04.2004,Jemie Sawyer
5b,Kordula,Kelby,w,183 Susan Terrace,B2V,Catalina,07.08.2003,Jemie Sawyer
5b,Harriette,De Luna,w,669 Onsgard Plaza,B2V,Catalina,12.05.2004,Jemie Sawyer
5b,Rhodia,Pollock,w,983 Birchwood Crossing,B2V,Catalina,31.03.2004,Jemie Sawyer
5b,Archaimbaud,Iley,m,92496 Fairfield Trail,B2V,Catalina,03.04.2003,Jemie Sawyer
5b,Avril,Pogson,w,992 Novick Parkway,B2V,Catalina,02.09.2003,Jemie Sawyer
5b,Millard,Hise,m,30990 Johnson Junction,B2V,Catalina,06.04.2004,Jemie Sawyer
5b,Jeremie,Mallalieu,m,7171 Longview Place,B2V,Catalina,15.07.2004,Jemie Sawyer
5b,Shae,Bramsen,m,6 Melrose Place,B2V,Catalina,05.03.2004,Jemie Sawyer
5b,Wade,Klimkov,m,0 Lyons Circle,B2V,Catalina,25.01.2004,Jemie Sawyer
5b,Phaidra,Casolla,w,372 Mayer Parkway,B2V,Catalina,02.12.2003,Jemie Sawyer
5b,Sallee,Bernardos,w,7402 Hermina Way,B2V,Catalina,21.06.2004,Jemie Sawyer
5c,Tymothy,Mathewes,m,86 Carioca Pass,B2V,Catalina,05.02.2004,Marijn Nowill
5c,Jed,Lethieulier,m,33677 Redwing Parkway,B2V,Catalina,04.03.2004,Marijn Nowill
5c,Stephi,Livingstone,w,3 Hauk Plaza,B2V,Catalina,24.05.2004,Marijn Nowill
5c,Tull,Foulcher,m,1783 Lerdahl Drive,B2V,Catalina,25.04.2003,Marijn Nowill
5c,Cally,Demaine,w,7 Esch Court,B2V,Catalina,28.12.2003,Marijn Nowill
5c,Hill,Delea,m,2 Northland Terrace,B2V,Catalina,02.01.2004,Marijn Nowill
5c,Chan,Natte,m,15 Gerald Lane,B2V,Catalina,09.11.2003,Marijn Nowill
5c,Pegeen,Dryden,w,45 Pearson Junction,B2V,Catalina,12.08.2004,Marijn Nowill
5c,Stanford,Cloonan,m,43 Kedzie Hill,B2V,Catalina,25.03.2004,Marijn Nowill
5c,Andre,Krop,m,14 Carpenter Way,B2V,Catalina,04.11.2003,Marijn Nowill
5c,Riobard,Raff,m,2173 Kipling Plaza,B2V,Catalina,08.07.2004,Marijn Nowill
5c,Alfie,Jepensen,m,7 Jackson Trail,B2V,Catalina,08.07.2004,Marijn Nowill
5c,Quincey,Bonwick,m,58 Ridgeway Center,B2V,Catalina,09.01.2004,Marijn Nowill
5c,Manuel,MacPharlain,m,13158 Park Meadow Circle,B2V,Catalina,14.04.2004,Marijn Nowill
5c,Jarrad,Whelband,m,564 Gateway Way,B2V,Catalina,09.01.2004,Marijn Nowill
5c,Randolph,Angier,m,9340 Crest Line Point,B2V,Catalina,27.02.2004,Marijn Nowill
5c,Ramonda,Staynes,w,8 Crownhardt Avenue,B2V,Catalina,22.08.2002,Marijn Nowill
5c,Willi,Broggelli,m,4 Merchant Pass,B2V,Catalina,21.09.2003,Marijn Nowill
5c,Gardner,Spearett,m,8020 Scofield Hill,B2V,Catalina,14.08.2002,Marijn Nowill
5c,Jacquelynn,Aveling,w,54 Ryan Place,B2V,Catalina,30.07.2004,Marijn Nowill
6a,Row,Gauvin,w,96 Commercial Circle,B2V,Catalina,07.10.2002,Flinn Jonas
6a,Kordula,Featley,w,192 Leroy Plaza,B2V,Catalina,09.07.2002,Flinn Jonas
6a,Karole,Harse,w,52220 Bartillon Junction,B2V,Catalina,17.04.2002,Flinn Jonas
6a,Lillian,Punt,w,97572 Northridge Park,B2V,Catalina,15.07.2002,Flinn Jonas
6a,Karlen,Gabits,w,9 Sommers Pass,B2V,Catalina,16.01.2002,Flinn Jonas
6a,Vin,Mishaw,m,69 Pawling Crossing,B2V,Catalina,30.05.2002,Flinn Jonas
6a,Grete,Joskowicz,w,76005 Prairieview Drive,B2V,Catalina,18.03.2003,Flinn Jonas
6a,Dallon,Enticknap,m,26 Erie Drive,B2V,Catalina,09.11.2002,Flinn Jonas
6a,Pietro,Stickel,m,5733 Sugar Lane,B2V,Catalina,16.02.2003,Flinn Jonas
6a,Sylvester,Dowling,m,00 Bashford Crossing,B2V,Catalina,22.03.2003,Flinn Jonas
6a,Kennedy,Pavlitschek,m,07635 Emmet Pass,B2V,Catalina,29.11.2002,Flinn Jonas
6a,Anson,Syder,m,7574 Utah Crossing,B2V,Catalina,29.04.2003,Flinn Jonas
6a,Bartolomeo,Fader,m,797 Superior Crossing,B2V,Catalina,12.04.2003,Flinn Jonas
6a,Hailey,Le Monnier,m,103 Cambridge Center,B2V,Catalina,24.01.2003,Flinn Jonas
6a,Mella,Conklin,w,1 Lawn Road,B2V,Catalina,21.01.2003,Flinn Jonas
6a,Adah,Derrick,w,93 East Point,B2V,Catalina,25.06.2003,Flinn Jonas
6a,Ardis,MacAlister,w,79 Larry Point,B2V,Catalina,30.06.2002,Flinn Jonas
6a,Hussein,Louys,m,3 Clyde Gallagher Road,B2V,Catalina,16.06.2002,Flinn Jonas
6b,Truman,Gauche,m,1 Hoffman Circle,B2V,Catalina,27.05.2003,Sutherlan O'Dwyer
6b,Jen,Gwyn,w,74984 John Wall Crossing,B2V,Catalina,20.01.2003,Sutherlan O'Dwyer
6b,Isiahi,Gully,m,09 Knutson Crossing,B2V,Catalina,16.07.2002,Sutherlan O'Dwyer
6b,Augie,Wathall,m,34 Londonderry Pass,B2V,Catalina,16.04.2002,Sutherlan O'Dwyer
6b,Tedra,Baudry,w,16 Hooker Circle,B2V,Catalina,30.08.2002,Sutherlan O'Dwyer
6b,Barny,Chessum,m,00292 Hanson Circle,B2V,Catalina,17.06.2002,Sutherlan O'Dwyer
6b,Vincenz,Quirke,m,8784 Brentwood Terrace,B2V,Catalina,14.01.2003,Sutherlan O'Dwyer
6b,Owen,Huggins,m,4 Nancy Alley,B2V,Catalina,13.02.2003,Sutherlan O'Dwyer
6b,Tann,Dewes,m,73709 Clarendon Point,B2V,Catalina,29.03.2003,Sutherlan O'Dwyer
6b,Feodor,Mitchelson,m,6611 Sunfield Street,B2V,Catalina,25.08.2002,Sutherlan O'Dwyer
6b,Hasty,Nannoni,m,38 Hollow Ridge Drive,B2V,Catalina,12.05.2003,Sutherlan O'Dwyer
6b,Junette,Arpino,w,802 Scofield Hill,B2V,Catalina,07.11.2001,Sutherlan O'Dwyer
6b,Rafael,Skitch,m,7690 Fulton Way,B2V,Catalina,21.07.2002,Sutherlan O'Dwyer
6c,Orella,Gravells,w,797 4th Way,B2V,Catalina,17.04.2003,Radcliffe Dossetter
6c,Morry,Wagen,m,2 Graedel Junction,B2V,Catalina,20.11.2002,Radcliffe Dossetter
6c,Carree,Cogman,w,93 Almo Place,B2V,Catalina,12.05.2003,Radcliffe Dossetter
6c,Wilmar,Sankey,m,39772 Dayton Junction,B2V,Catalina,22.11.2002,Radcliffe Dossetter
6c,Sarajane,Gilogly,w,4 Mosinee Junction,B2V,Catalina,08.10.2002,Radcliffe Dossetter
6c,Jolie,Malthouse,w,34752 Shelley Lane,B2V,Catalina,18.04.2002,Radcliffe Dossetter
6c,Dorie,Yegorshin,w,5330 Anderson Alley,B2V,Catalina,04.03.2003,Radcliffe Dossetter
6c,Marillin,Eldered,w,4 Dexter Pass,B2V,Catalina,23.04.2003,Radcliffe Dossetter
6c,Conant,Nowak,m,316 Oxford Lane,B2V,Catalina,21.08.2003,Radcliffe Dossetter
6c,Milo,Scouller,m,1 Kropf Terrace,B2V,Catalina,04.06.2003,Radcliffe Dossetter
6c,Lauren,Symington,m,8 Spaight Way,B2V,Catalina,03.06.2003,Radcliffe Dossetter
6c,Alis,Bloomfield,w,518 Norway Maple Lane,B2V,Catalina,20.06.2001,Radcliffe Dossetter
6c,Willard,Campey,m,63 Independence Street,B2V,Catalina,07.12.2002,Radcliffe Dossetter
6c,Berty,Kalinke,m,89986 Bobwhite Way,B2V,Catalina,12.10.2002,Radcliffe Dossetter
6c,Creigh,Peaddie,m,1 Roth Plaza,B2V,Catalina,25.02.2003,Radcliffe Dossetter
6c,Myrvyn,Philcott,m,493 Katie Point,B2V,Catalina,02.03.2003,Radcliffe Dossetter
6d,Joye,Drury,w,37223 Iowa Road,B2V,Catalina,16.03.2003,Rivy Ollive
6d,Malissia,Sandland,w,024 Donald Crossing,B2V,Catalina,29.08.2002,Rivy Ollive
6d,Genovera,Santon,w,09 Almo Trail,B2V,Catalina,29.03.2003,Rivy Ollive
